country_id,county,city,state,postal_code
42,Bexar,San Antonio,TX,78258
43,Bexar,Jbsa Ft Sam Houston,TX,78234
44,Bexar,Converse,TX,78109
45,Brevard,Melbourne,FL,32904
46,Bristol,North Dartmouth,MA,2747
47,Burlington,Joint Base Mdl,NJ,8641
48,Caddo,Shreveport,LA,71115
49,Calvert,Chesapeake Beach,MD,20732
50,Camden,Saint Marys,GA,31558
51,Camden,Camden,NJ,8103
52,Carroll,Westminster,MD,21157
53,Charles,Hughesville,MD,20637
54,Charles,Waldorf,MD,20603
55,Charleston,Charleston Afb,SC,29404
56,Charlottesville,Charlottesville,VA,22901
57,Chelan,Wenatchee,WA,98801
58,Chelan,Leavenworth,WA,98826
59,Chelan,Chelan,WA,98816
60,Chelan,Cashmere,WA,98815
61,Chelan,Manson,WA,98831
62,Chelan,Entiat,WA,98822
63,Chelan,Malaga,WA,98828
64,Chelan,Holden Village,WA,98816
65,Chelan,Chelan Falls,WA,98817
66,Chelan,Peshastin,WA,98847
67,Chelan,Monitor,WA,98836
68,Chelan,Dryden,WA,98821
69,Chesapeake,Chesapeake,VA,23321
70,Chesterfield,North Chesterfield,VA,23236
71,Christian,Ozark,MO,65721
72,Churchill,Fallon,NV,89406
73,Clackamas,Gladstone,OR,97027
74,Clallam,Sequim,WA,98382
75,Clallam,Port Angeles,WA,98362
76,Clallam,Forks,WA,98331
77,Clallam,Clallam Bay,WA,98326
78,Clallam,Neah Bay,WA,98357
79,Clallam,Sekiu,WA,98381
80,Clallam,Beaver,WA,98305
